OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,B00001e1,Total_Poverty_Status,Poverty_Under_5,Poverty_5to99,Poverty_1to124,Poverty_125to149,Poverty_150to184,Poverty_185to199,Poverty_over2,POV_UNDER_1,Means_Transport,Transport_Car_Total,Transport_Car_Drove_Alone,Transport_Carpooled,Transport_Carpooled_2p,Transport_Carpooled_3p,Transport_Carpooled_4p,Transport_Carpooled_5to6p,Transport_Carpooled_7p,Transport_Public_Trans_Total,Transport_PT_Bus,Transport_PT_Trolley,Transport_PT_Subway,Transport_PT_Railroad,Transport_PT_Ferry,Transport_Taxi,Transport_Motorcycle,Transport_Bicycle,Transport_Walked,Transport_Other,Transport_Worked_at_Home,Employment_Status_Total,Emp_Labor_Force_Total,Emp_Civilian_Labor_Force_Total,Emp_Civilian_Labor_Force_EMPLO,Emp_Civilian_Labor_Force_UNEMP,Emp_Labor_Force_Armed_Forces,Emp_Status_Force_Not_in_Labor_,Median_Household_Income,Race_Total,Race_White,Race_Black,Race_American_Indian_Alaskan,Race_Asian,Race_Native_Hawaiian_Pacific,Race_Other,Race_2_or_more,Race_2_or_more_inc_other,Race_2_or_more_ex_other,Vacant_Housing_Units,Shape__Area,Shape__Length
76,29,189,217701,1,2.91892E+11,Block Group 1,G5030,S,7909422,0,38.6246707,-90.4692981,15000US291892177011,291,2961,31,0,24,0,2,0,2904,31,1392,1261,1211,50,23,0,27,0,0,0,0,0,0,0,0,0,0,0,9,0,122,2331,1440,1440,1394,46,0,891,180217,3005,2701,131,7,166,0,0,0,0,0,8,0.000818201,0.153601315
77,29,189,221335,3,2.91892E+11,Block Group 3,G5030,S,3633253,118864,38.4676892,-90.3807791,15000US291892213353,98,1677,2,2,0,0,0,0,1673,4,820,728,660,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1427,834,834,834,0,0,593,96403,1677,1675,1,0,0,0,0,1,1,0,0,0.0003873,0.103513176
78,29,189,214700,2,2.91892E+11,Block Group 2,G5030,S,365332,0,38.7148339,-90.37783,15000US291892147002,29,693,85,173,48,30,62,13,282,258,298,298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,308,308,298,10,0,249,37833,693,568,95,0,0,0,0,30,0,30,57,3.78E-05,0.027857987
79,29,189,210804,1,2.91892E+11,Block Group 1,G5030,S,4721061,18602,38.8135987,-90.2702028,15000US291892108041,202,3894,215,164,1,0,0,674,2840,379,1865,1665,1444,221,83,126,12,0,0,158,158,0,0,0,0,0,0,0,11,0,31,3356,2047,2047,1948,99,0,1309,69000,4051,529,3341,0,0,0,59,122,0,122,119,0.000491557,0.098596678
80,29,189,212700,2,2.91892E+11,Block Group 2,G5030,S,535550,0,38.7397262,-90.3095973,15000US291892127002,51,897,72,88,0,83,0,0,654,160,534,509,478,31,31,0,0,0,0,12,0,0,12,0,0,0,13,0,0,0,0,794,565,565,546,19,0,229,51020,897,418,479,0,0,0,0,0,0,0,42,5.55E-05,0.031147735
81,29,189,210921,2,2.91892E+11,Block Group 2,G5030,S,5759726,1213515,38.8428358,-90.3388186,15000US291892109212,221,2664,161,63,76,65,73,11,2215,224,1416,1385,1247,138,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1970,1520,1520,1432,88,0,450,81111,2693,1233,1291,0,75,0,0,94,0,94,0,0.000723504,0.138263993
82,29,189,211334,1,2.91892E+11,Block Group 1,G5030,S,6958300,2482540,38.8171772,-90.3965293,15000US291892113341,121,1068,62,27,64,69,36,26,784,89,471,446,376,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,950,478,478,478,0,0,472,45104,1220,978,224,0,0,0,0,18,0,18,25,0.000979244,0.208030796
83,29,189,213300,6,2.91892E+11,Block Group 6,G5030,S,471984,0,38.7235825,-90.3674611,15000US291892133006,56,1396,233,145,116,158,0,0,744,378,617,605,480,125,125,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,911,663,663,617,46,0,248,,1396,839,261,0,0,0,79,217,0,217,55,4.89E-05,0.029288861
84,29,189,217802,1,2.91892E+11,Block Group 1,G5030,S,2139661,0,38.6095478,-90.5150711,15000US291892178021,158,2488,0,0,11,0,22,0,2455,0,1216,1135,1105,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,61,1995,1311,1311,1231,80,0,684,101284,2488,2143,121,0,211,0,0,13,0,13,0,0.000221294,0.093047824
85,29,189,215232,3,2.91892E+11,Block Group 3,G5030,S,2461461,18298,38.6597552,-90.5218232,15000US291892152323,141,1798,16,44,14,88,0,0,1636,60,872,709,699,10,10,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,120,1574,914,914,872,42,0,660,113359,1893,1582,95,0,193,0,0,23,0,23,37,0.000256647,0.088650063
86,29,189,218003,2,2.91892E+11,Block Group 2,G5030,S,942782,0,38.5770276,-90.4813212,15000US291892180032,103,1776,10,17,14,87,0,0,1648,27,963,923,867,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1543,990,990,972,18,0,553,105078,1776,1666,0,10,93,0,0,7,0,7,0,9.75E-05,0.059879167
87,29,189,214700,3,2.91892E+11,Block Group 3,G5030,S,331519,0,38.7187247,-90.372682,15000US291892147003,41,1173,112,481,183,95,0,0,302,593,533,385,385,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,63,0,0,855,619,619,533,86,0,236,18607,1173,347,826,0,0,0,0,0,0,0,58,3.43E-05,0.028620906
88,29,189,218011,3,2.91892E+11,Block Group 3,G5030,S,3071366,0,38.586386,-90.4765999,15000US291892180113,201,3046,38,0,80,0,117,24,2787,38,1649,1481,1457,24,0,11,0,0,13,18,18,0,0,0,0,0,0,0,13,0,137,2625,1747,1747,1679,68,0,878,103681,3046,2794,0,0,179,0,0,73,0,73,0,0.000317555,0.08093975
89,29,189,211900,2,2.91892E+11,Block Group 2,G5030,S,670036,0,38.746259,-90.2668707,15000US291892119002,49,827,25,13,93,151,71,0,474,38,502,424,356,68,50,18,0,0,0,31,31,0,0,0,0,0,0,0,0,47,0,708,548,548,502,46,0,160,45408,827,73,706,13,0,0,0,35,0,35,67,6.94E-05,0.042315277
90,29,189,211900,3,2.91892E+11,Block Group 3,G5030,S,520762,0,38.7457955,-90.2571252,15000US291892119003,51,1068,103,369,26,18,132,0,420,472,320,249,249,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,13,0,23,847,399,399,320,79,0,448,22019,1132,203,862,0,0,0,0,67,0,67,128,5.40E-05,0.030338292
91,29,189,211900,4,2.91892E+11,Block Group 4,G5030,S,484762,0,38.7412938,-90.2618376,15000US291892119004,57,1584,261,595,136,88,245,17,242,856,539,352,323,29,29,0,0,0,0,151,151,0,0,0,0,0,0,0,0,36,0,952,561,561,539,22,0,391,22321,1584,11,1573,0,0,0,0,0,0,0,95,5.02E-05,0.046600584
92,29,189,211900,5,2.91892E+11,Block Group 5,G5030,S,254867,0,38.7411771,-90.2719674,15000US291892119005,44,1081,208,227,245,39,33,68,261,435,458,251,251,0,0,0,0,0,0,207,207,0,0,0,0,0,0,0,0,0,0,692,501,501,458,43,0,191,21744,1081,86,981,0,0,0,0,14,0,14,75,2.64E-05,0.027197823
93,29,189,212001,2,2.91892E+11,Block Group 2,G5030,S,546067,0,38.7330317,-90.2529803,15000US291892120012,52,1128,32,328,0,30,25,11,702,360,448,440,340,100,95,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,764,542,542,448,94,0,222,,1131,32,1096,0,0,3,0,0,0,0,52,5.66E-05,0.033875762
94,29,189,212001,1,2.91892E+11,Block Group 1,G5030,S,867119,0,38.7264684,-90.2476216,15000US291892120011,70,1706,38,84,295,44,378,14,853,122,828,757,631,126,126,0,0,0,0,15,15,0,0,0,0,0,0,0,28,14,14,1477,899,899,863,36,0,578,31978,1778,140,1638,0,0,0,0,0,0,0,184,8.98E-05,0.04029404
95,29,189,213900,1,2.91892E+11,Block Group 1,G5030,S,709442,0,38.6783894,-90.2872713,15000US291892139001,101,936,276,223,81,4,130,23,199,499,215,200,178,22,22,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,4,541,234,234,215,19,0,307,15521,936,12,916,0,0,0,4,4,0,4,79,7.34E-05,0.050230948
96,29,189,211802,2,2.91892E+11,Block Group 2,G5030,S,1258816,0,38.754683,-90.2722552,15000US291892118022,133,2032,196,248,368,253,57,8,902,444,809,668,609,59,48,0,0,11,0,134,134,0,0,0,0,0,0,0,0,0,7,1614,1106,1106,827,279,0,508,29327,2039,249,1605,0,0,0,18,167,0,167,212,0.000130453,0.061427529
97,29,189,211802,3,2.91892E+11,Block Group 3,G5030,S,295534,0,38.7594246,-90.2746475,15000US291892118023,41,690,0,133,16,0,44,116,381,133,269,236,216,20,20,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,494,326,326,269,57,0,168,37017,690,58,581,0,0,0,0,51,0,51,24,3.06E-05,0.028657295
98,29,189,211802,1,2.91892E+11,Block Group 1,G5030,S,295761,0,38.762385,-90.2742918,15000US291892118021,56,731,38,50,8,266,11,78,280,88,311,266,235,31,31,0,0,0,0,14,14,0,0,0,0,0,0,0,0,31,0,499,341,341,311,30,0,158,42679,731,65,666,0,0,0,0,0,0,0,66,3.07E-05,0.030631477
99,29,189,211900,1,2.91892E+11,Block Group 1,G5030,S,263528,0,38.7457446,-90.274601,15000US291892119001,23,692,16,352,0,46,38,0,240,368,253,205,205,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,501,310,310,253,57,0,191,24600,711,0,669,0,0,0,0,42,0,42,25,2.73E-05,0.023090306
100,29,189,214400,2,2.91892E+11,Block Group 2,G5030,S,1268837,0,38.7066185,-90.3590785,15000US291892144002,85,1792,93,125,68,228,283,58,937,218,1121,875,701,174,142,32,0,0,0,0,0,0,0,0,0,0,0,0,203,0,43,1670,1217,1217,1167,50,0,453,53125,1827,1635,109,0,76,0,0,7,0,7,115,0.000131405,0.050702747
101,29,189,215600,2,2.91892E+11,Block Group 2,G5030,S,2236972,0,38.6830486,-90.383853,15000US291892156002,187,2209,59,62,183,22,124,0,1759,121,1022,920,782,138,43,34,61,0,0,34,22,0,12,0,0,10,0,0,36,22,0,1622,1103,1103,1033,70,0,519,51977,2209,515,1363,0,251,0,0,80,17,63,48,0.000231592,0.076794641
102,29,189,220431,5,2.91892E+11,Block Group 5,G5030,S,1244502,0,38.4857024,-90.3452897,15000US291892204315,125,2225,0,156,50,52,84,44,1839,156,1361,1308,1208,100,0,83,0,17,0,0,0,0,0,0,0,0,0,0,13,26,14,1837,1377,1377,1361,16,0,460,66384,2225,1926,60,0,79,0,0,160,20,140,0,0.000128495,0.048794487
103,29,189,220431,3,2.91892E+11,Block Group 3,G5030,S,632758,0,38.4973675,-90.3161258,15000US291892204313,37,584,61,0,0,15,28,0,480,61,314,286,255,31,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,509,328,328,314,14,0,181,64500,584,584,0,0,0,0,0,0,0,0,0,6.53E-05,0.039645059
104,29,189,220502,1,2.91892E+11,Block Group 1,G5030,S,611104,0,38.5064907,-90.3183204,15000US291892205021,63,1357,53,274,104,105,62,15,744,327,673,613,613,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,46,0,0,1156,706,706,673,33,0,450,34464,1385,1097,268,0,20,0,0,0,0,0,113,6.31E-05,0.051208988
105,29,189,221624,1,2.91892E+11,Block Group 1,G5030,S,1877176,0,38.6001386,-90.6030189,15000US291892216241,200,1954,0,23,45,12,9,159,1706,23,864,801,781,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,1588,914,914,872,42,0,674,82969,1954,1630,75,0,249,0,0,0,0,0,26,0.000194122,0.069288537
106,29,189,217923,4,2.91892E+11,Block Group 4,G5030,S,1088152,0,38.5721435,-90.5519973,15000US291892179234,115,2186,17,38,0,0,0,17,2114,55,1141,1010,1010,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,16,82,1637,1219,1219,1141,78,0,418,97526,2186,1697,182,0,121,0,0,186,0,186,37,0.000112485,0.045950027
107,29,189,217932,2,2.91892E+11,Block Group 2,G5030,S,830682,0,38.570199,-90.5352613,15000US291892179322,161,1788,0,21,0,0,0,61,1706,21,1008,969,952,17,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,25,1474,1062,1062,1026,36,0,412,90720,1788,1597,17,0,78,0,0,96,0,96,0,8.59E-05,0.048964149
108,29,189,214100,1,2.91892E+11,Block Group 1,G5030,S,818572,0,38.6787771,-90.304089,15000US291892141001,81,722,101,87,49,105,37,15,328,188,264,218,212,6,6,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,488,311,311,264,47,0,177,28182,722,21,628,0,0,0,0,73,0,73,65,8.47E-05,0.037730461
109,29,189,211500,3,2.91892E+11,Block Group 3,G5030,S,821400,0,38.7568248,-90.3242188,15000US291892115003,92,1430,7,184,15,60,127,24,1013,191,581,506,475,31,31,0,0,0,0,75,67,0,8,0,0,0,0,0,0,0,0,1011,722,722,602,120,0,289,52847,1430,105,1325,0,0,0,0,0,0,0,97,8.51E-05,0.039411732
110,29,189,213102,1,2.91892E+11,Block Group 1,G5030,S,14986611,868549,38.7695314,-90.4528129,15000US291892131021,57,257,30,17,40,8,30,8,124,47,90,66,66,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,7,0,8,253,98,98,90,8,0,155,21406,257,241,16,0,0,0,0,0,0,0,12,0.001643478,0.205587623
111,29,189,215105,1,2.91892E+11,Block Group 1,G5030,S,17537516,1803009,38.7030422,-90.5096567,15000US291892151051,229,2471,102,108,25,51,101,30,2054,210,1303,1178,1095,83,43,40,0,0,0,22,22,0,0,0,0,0,0,0,71,0,32,2037,1371,1371,1310,61,0,666,56429,2471,2029,42,0,198,0,0,202,0,202,0,0.002003033,0.205724009
112,29,189,213400,3,2.91892E+11,Block Group 3,G5030,S,260079,0,38.7209721,-90.3546495,15000US291892134003,27,482,37,20,0,125,0,0,300,57,161,154,136,18,18,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,364,161,161,161,0,0,203,44667,482,338,0,0,0,0,19,125,125,0,52,2.69E-05,0.023049643
113,29,189,215900,2,2.91892E+11,Block Group 2,G5030,S,321150,0,38.6738564,-90.3256923,15000US291892159002,44,730,95,0,0,37,55,0,543,95,432,371,318,53,34,19,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,586,470,470,432,38,0,116,52220,730,324,346,41,19,0,0,0,0,0,0,3.32E-05,0.027523981
114,29,189,220002,1,2.91892E+11,Block Group 1,G5030,S,294007,0,38.5506352,-90.3200645,15000US291892200021,83,965,58,0,35,0,58,8,806,58,551,488,435,53,53,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,52,721,574,574,558,16,0,147,70987,965,935,10,0,0,0,10,10,10,0,61,3.04E-05,0.022379758
115,29,189,222000,2,2.91892E+11,Block Group 2,G5030,S,6720921,415597,38.4817533,-90.4044885,15000US291892220002,194,1720,26,34,20,59,16,0,1565,60,718,629,573,56,47,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,89,1557,769,769,727,42,0,788,83854,1720,1713,0,0,0,0,0,7,0,7,0,0.000736837,0.172475032
116,29,189,221424,2,2.91892E+11,Block Group 2,G5030,S,2883354,0,38.511301,-90.4606579,15000US291892214242,333,2750,0,101,24,44,168,17,2396,101,1377,1309,1246,63,53,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,61,2290,1425,1425,1377,48,0,865,98235,2934,2714,23,0,86,0,0,111,0,111,0,0.00029781,0.07665265
117,29,189,221624,2,2.91892E+11,Block Group 2,G5030,S,1568582,0,38.5953987,-90.6096101,15000US291892216242,134,1351,27,43,21,21,73,9,1157,70,585,494,460,34,34,0,0,0,0,9,9,0,0,0,0,0,0,0,11,8,63,1045,602,602,602,0,0,443,101641,1351,1277,0,0,74,0,0,0,0,0,9,0.000162199,0.07005248
118,29,189,217944,3,2.91892E+11,Block Group 3,G5030,S,1679008,0,38.5779931,-90.5730696,15000US291892179443,169,2464,41,49,0,0,0,0,2374,90,1356,1160,1070,90,90,0,0,0,0,12,12,0,0,0,0,0,0,0,23,0,161,1749,1394,1379,1358,21,15,355,109946,2507,2112,27,0,334,0,7,27,0,27,60,0.000173576,0.081062775
119,29,189,221626,3,2.91892E+11,Block Group 3,G5030,S,5091862,0,38.6235723,-90.6002213,15000US291892216263,291,1757,15,50,23,38,5,0,1626,65,835,742,702,40,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,71,1389,863,863,852,11,0,526,163984,1757,1662,12,0,65,0,5,13,0,13,0,0.000526726,0.128490436
120,29,189,218103,1,2.91892E+11,Block Group 1,G5030,S,5813267,459560,38.5551067,-90.4681745,15000US291892181031,68,1319,16,99,0,110,151,17,926,115,688,594,463,131,131,0,0,0,0,0,0,0,0,0,0,0,0,37,42,0,15,1054,768,768,688,80,0,286,49516,1319,1206,14,17,33,0,16,33,0,33,360,0.000648302,0.133140983
121,29,189,222100,1,2.91892E+11,Block Group 1,G5030,S,7045741,159595,38.5541264,-90.6170288,15000US291892221001,138,1396,1,1,9,1,1,0,1383,2,655,604,569,35,28,7,0,0,0,0,0,0,0,0,0,0,0,1,12,0,38,1109,740,740,664,76,0,369,137702,1396,1228,28,27,31,0,0,82,0,82,0,0.000744667,0.145111229
122,29,189,221422,2,2.91892E+11,Block Group 2,G5030,S,1918382,0,38.5183586,-90.4814103,15000US291892214222,129,2142,30,35,115,0,0,91,1871,65,1013,969,959,10,10,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,23,1699,1149,1149,1013,136,0,550,55326,2142,2131,0,0,11,0,0,0,0,0,0,0.000198161,0.072029864
123,29,510,119300,2,2.95101E+11,Block Group 2,G5030,S,265304,0,38.638283,-90.2369253,15000US295101193002,188,1043,436,253,46,42,89,19,158,689,686,425,370,55,6,12,37,0,0,27,27,0,0,0,0,0,0,18,176,7,33,1465,747,747,715,32,0,718,13875,1501,981,175,12,257,11,6,59,0,59,112,2.74E-05,0.023325569
124,29,510,119300,3,2.95101E+11,Block Group 3,G5030,S,365571,0,38.6381045,-90.2416235,15000US295101193003,288,596,206,40,23,57,23,9,238,246,507,297,282,15,15,0,0,0,0,33,33,0,0,0,0,0,0,22,128,8,19,1651,604,604,539,65,0,1047,24306,1683,1016,300,8,294,0,12,53,0,53,237,3.78E-05,0.037286052
125,29,189,221422,3,2.91892E+11,Block Group 3,G5030,S,1936071,0,38.5071925,-90.4845979,15000US291892214223,198,3841,382,27,16,0,74,0,3342,409,1850,1808,1672,136,119,17,0,0,0,17,0,0,17,0,0,0,0,0,0,7,18,2915,2052,2052,1863,189,0,863,91818,3841,3648,0,0,185,0,8,0,0,0,82,0.000199958,0.069360013
126,29,189,221503,3,2.91892E+11,Block Group 3,G5030,S,9228832,227288,38.4902969,-90.6156999,15000US291892215033,127,1436,1,2,29,78,51,193,1082,3,769,756,739,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1323,797,797,769,28,0,526,56500,1577,1515,5,0,15,0,0,42,0,42,38,0.000976403,0.127915544
127,29,183,310902,1,2.91833E+11,Block Group 1,G5030,S,1946354,0,38.7668275,-90.533257,15000US291833109021,139,2637,155,289,296,146,32,90,1629,444,1341,1224,1193,31,31,0,0,0,0,11,11,0,0,0,0,0,21,0,29,0,56,2121,1472,1472,1362,110,0,649,47150,2648,2325,55,0,0,0,175,93,0,93,35,0.000201737,0.066149248
128,29,183,310302,3,2.91833E+11,Block Group 3,G5030,S,838739,0,38.8014039,-90.4846799,15000US291833103023,49,419,7,78,7,0,0,0,327,85,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,115,115,102,13,0,354,35809,495,414,68,0,0,0,0,13,0,13,68,8.70E-05,0.042569117
129,29,189,221100,1,2.91892E+11,Block Group 1,G5030,S,4537185,84516,38.5576844,-90.4257577,15000US291892211001,356,1866,23,39,5,16,89,0,1694,62,935,831,770,61,61,0,0,0,0,13,9,0,4,0,0,0,0,0,11,0,80,1443,968,968,946,22,0,475,111250,1870,1786,37,0,31,0,0,16,4,12,0,0.000477664,0.097848889
130,29,510,109700,3,2.95101E+11,Block Group 3,G5030,S,311834,0,38.6743224,-90.2146051,15000US295101097003,59,482,82,134,30,0,66,5,165,216,154,108,108,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,5,5,391,171,171,154,17,0,220,28688,482,24,448,0,0,0,0,10,0,10,175,3.23E-05,0.027277553
131,29,510,110100,1,2.95101E+11,Block Group 1,G5030,S,287023,0,38.669969,-90.2413571,15000US295101101001,74,1298,139,287,173,143,116,5,435,426,458,264,236,28,28,0,0,0,0,120,120,0,0,0,0,0,0,0,48,0,26,1081,574,574,504,70,0,507,25942,1305,0,1247,0,0,0,0,58,0,58,112,2.97E-05,0.024174858
132,29,510,110100,2,2.95101E+11,Block Group 2,G5030,S,260943,0,38.6672104,-90.2434194,15000US295101101002,44,648,105,70,43,37,158,0,235,175,112,103,65,38,38,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,519,221,221,112,109,0,298,18281,648,0,648,0,0,0,0,0,0,0,140,2.70E-05,0.023840622
133,29,510,110200,3,2.95101E+11,Block Group 3,G5030,S,115994,0,38.6709035,-90.2290687,15000US295101102003,36,553,217,85,96,0,23,0,132,302,76,66,66,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,412,180,180,99,81,0,232,14730,553,0,553,0,0,0,0,0,0,0,133,1.20E-05,0.01616865
134,29,510,110200,4,2.95101E+11,Block Group 4,G5030,S,182306,0,38.6714676,-90.2331847,15000US295101102004,13,177,17,12,6,0,29,0,113,29,63,6,6,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,47,177,75,75,63,12,0,102,25833,177,0,165,0,0,0,0,12,0,12,145,1.89E-05,0.018387532
135,29,510,110200,1,2.95101E+11,Block Group 1,G5030,S,184618,0,38.6749474,-90.2292559,15000US295101102001,41,550,96,63,0,29,9,55,298,159,180,70,39,31,31,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,41,465,245,245,180,65,0,220,31071,550,0,550,0,0,0,0,0,0,0,153,1.91E-05,0.019565336
136,29,510,110300,3,2.95101E+11,Block Group 3,G5030,S,135599,0,38.6617209,-90.2292698,15000US295101103003,28,318,79,42,38,30,8,0,121,121,118,79,45,34,34,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,270,160,160,118,42,0,110,15972,318,20,298,0,0,0,0,0,0,0,149,1.40E-05,0.015662992
137,29,510,121200,1,2.95101E+11,Block Group 1,G5030,S,304468,0,38.6422486,-90.2251172,15000US295101212001,72,824,267,155,98,3,71,31,199,422,255,158,130,28,28,0,0,0,0,49,49,0,0,0,0,0,0,0,7,0,41,508,341,341,269,72,0,167,20708,824,38,778,0,0,0,0,8,0,8,102,3.15E-05,0.025620015
138,29,510,127500,2,2.95101E+11,Block Group 2,G5030,S,868003,0,38.6340098,-90.211365,15000US295101275002,105,1318,87,62,191,18,139,49,772,149,894,676,655,21,21,0,0,0,0,58,50,0,8,0,0,0,0,0,116,14,30,1153,999,999,909,90,0,154,32877,1327,407,913,0,0,0,0,7,0,7,170,8.98E-05,0.04073723
139,29,183,311150,2,2.91833E+11,Block Group 2,G5030,S,2344680,0,38.7269907,-90.5957262,15000US291833111502,346,3626,95,12,59,77,142,186,3055,107,2036,1847,1786,61,32,9,20,0,0,0,0,0,0,0,0,0,10,0,0,0,179,2732,2170,2170,2053,117,0,562,100264,3626,3198,156,0,213,0,0,59,13,46,0,0.00024289,0.08261238
140,29,183,311122,3,2.91833E+11,Block Group 3,G5030,S,1303239,0,38.7256373,-90.6116848,15000US291833111223,90,1697,9,0,0,0,0,78,1610,9,737,705,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1193,773,773,753,20,0,420,110565,1697,1361,122,55,127,0,32,0,0,0,55,0.000135003,0.04805708
141,29,183,311149,2,2.91833E+11,Block Group 2,G5030,S,2902739,0,38.738945,-90.5868246,15000US291833111492,298,3186,75,163,46,82,168,30,2622,238,1651,1600,1543,57,42,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,41,2530,1741,1741,1709,32,0,789,74706,3215,2823,126,31,67,0,29,139,0,139,20,0.00030075,0.108212854
142,29,189,221800,1,2.91892E+11,Block Group 1,G5030,S,1282631,0,38.7463541,-90.3237721,15000US291892218001,160,1761,209,439,61,299,99,23,631,648,743,627,543,84,73,11,0,0,0,45,45,0,0,0,0,0,0,0,34,26,11,1372,855,855,743,112,0,517,36979,1806,215,1460,0,0,0,0,131,0,131,149,0.000132905,0.055058549
143,29,189,217852,3,2.91892E+11,Block Group 3,G5030,S,1667536,0,38.6219044,-90.5502531,15000US291892178523,79,1257,26,0,12,0,52,0,1167,26,608,579,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,1029,636,636,608,28,0,393,139167,1257,1229,0,0,28,0,0,0,0,0,39,0.000172494,0.070147032
144,29,189,217944,1,2.91892E+11,Block Group 1,G5030,S,1795686,0,38.5690101,-90.5642718,15000US291892179441,155,2249,0,18,0,13,0,15,2203,18,1198,1055,1023,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,119,1815,1232,1232,1198,34,0,583,150917,2249,2036,27,0,140,0,0,46,0,46,55,0.000185615,0.0714045
145,29,189,220432,1,2.91892E+11,Block Group 1,G5030,S,2467288,128094,38.4674173,-90.3504043,15000US291892204321,138,2243,105,16,0,17,284,0,1821,121,1083,1069,1003,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1740,1175,1175,1083,92,0,565,73789,2243,1941,228,0,74,0,0,0,0,0,0,0.000267908,0.114729233
146,29,183,311114,2,2.91833E+11,Block Group 2,G5030,S,3840092,0,38.7352903,-90.6486497,15000US291833111142,246,2204,46,29,11,0,19,11,2088,75,1171,1104,1053,51,42,9,0,0,0,0,0,0,0,0,0,0,0,0,13,5,49,1800,1221,1221,1175,46,0,579,105547,2204,2172,0,0,16,0,0,16,0,16,18,0.000397848,0.090431207
147,29,183,311103,2,2.91833E+11,Block Group 2,G5030,S,4457315,0,38.723018,-90.6462404,15000US291833111032,235,3581,29,15,61,18,29,0,3429,44,1751,1541,1522,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,16,194,2802,1791,1791,1763,28,0,1011,98967,3655,3407,87,0,151,0,0,10,0,10,96,0.000461717,0.116707605
148,29,183,311114,1,2.91833E+11,Block Group 1,G5030,S,1836322,0,38.7261559,-90.6685515,15000US291833111141,260,2848,7,0,0,141,0,10,2690,7,1427,1256,1242,14,14,0,0,0,0,7,7,0,0,0,0,0,0,0,11,11,142,2047,1536,1536,1443,93,0,511,106134,2848,2627,82,0,80,0,0,59,0,59,36,0.000190226,0.062281084
149,29,183,312300,1,2.91833E+11,Block Group 1,G5030,S,928455,0,38.775349,-90.5576187,15000US291833123001,147,1343,0,0,0,0,0,47,1296,0,714,692,632,60,53,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,13,1151,778,778,714,64,0,373,105833,1343,1323,0,0,0,0,0,20,0,20,19,9.62E-05,0.046300085
150,29,510,110300,4,2.95101E+11,Block Group 4,G5030,S,191464,0,38.6631834,-90.2330713,15000US295101103004,25,496,142,52,97,0,28,41,136,194,261,173,144,29,29,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,472,288,288,261,27,0,184,13631,496,23,473,0,0,0,0,0,0,0,134,1.98E-05,0.01993116
